Initializing game...
Loading objects...
Creating object Asteroid at {X=80,Y=265}
Creating object Bullet at {X=42,Y=274}
Creating object Bullet at {X=42,Y=284}
Bullet at {X=42,Y=284}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=314}
Creating object Bullet at {X=42,Y=324}
42,Y=164}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=164}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=164}
Creating object Bullet at {X=42,Y=154}
Creating object Bullet at {X=42,Y=144}
Creating object Bullet at {X=42,Y=134}
Creating object Bullet at {X=42,Y=124}
Creating object Bullet at {X=42,Y=114}
Creating object Bullet at {X=42,Y=104}
Creating object Bullet at {X=42,Y=94}
Creating object Bullet at {X=42,Y=74}
Creating object Bullet at {X=42,Y=74}
Creating object Bullet at {X=42,Y=94}
Creating object Bullet at {X=42,Y=104}
Creating object Bullet at {X=42,Y=114}
Creating object Bullet at {X=42,Y=124}
Creating object Bullet at {X=42,Y=134}
Creating object Bullet at {X=42,Y=154}
Creating object Bullet at {X=42,Y=164}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=184}
Creating object Bullet at {X=42,Y=194}
Creating object Bullet at {X=42,Y=204}
Creating object Bullet at {X=42,Y=214}
Creating object Bullet at {X=42,Y=224}
Creating object Bullet at {X=42,Y=234}
Creating object Bullet at {X=42,Y=244}
Creating object Bullet at {X=42,Y=254}
Creating object Bullet at {X=42,Y=254}
Creating object Bullet at {X=42,Y=244}
Creating object Bullet at {X=42,Y=244}
Creating object Bullet at {X=42,Y=254}
Creating object Bullet at {X=42,Y=264}
Creating object Bullet at {X=42,Y=274}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=304}
Creating object Bullet at {X=42,Y=314}
Creating object Bullet at {X=42,Y=314}
Creating object Bullet at {X=42,Y=304}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=314}
Creating object Bullet at {X=42,Y=324}
Creating object Bullet at {X=42,Y=344}
Creating object Bullet at {X=42,Y=354}
Creating object Bullet at {X=42,Y=364}
Creating object Bullet at {X=42,Y=374}
Creating object Bullet at {X=42,Y=384}
Creating object Bullet at {X=42,Y=404}
Creating object Bullet at {X=42,Y=404}
Creating object Bullet at {X=42,Y=404}
Creating object Bullet at {X=42,Y=404}
Creating object Bullet at {X=42,Y=394}
Creating object Bullet at {X=42,Y=384}
Creating object Bullet at {X=42,Y=364}
Creating object Bullet at {X=42,Y=354}
Creating object Bullet at {X=42,Y=344}
Creating object Bullet at {X=42,Y=324}
Creating object Bullet at {X=42,Y=314}
Creating object Bullet at {X=42,Y=304}
Creating object Bullet at {X=42,Y=294}
Creating object Bullet at {X=42,Y=284}
Creating object Bullet at {X=42,Y=264}
Creating object Bullet at {X=42,Y=254}
Creating object Bullet at {X=42,Y=244}
Creating object Bullet at {X=42,Y=234}
Creating object Bullet at {X=42,Y=214}
Creating object Bullet at {X=42,Y=204}
Creating object Bullet at {X=42,Y=194}
Creating object Bullet at {X=42,Y=184}
Creating object Bullet at {X=42,Y=174}
Creating object Bullet at {X=42,Y=164}
Creating object Bullet at {X=42,Y=144}
Creating object Bullet at {X=42,Y=134}
Creating object Bullet at {X=42,Y=124}
Creating object Bullet at {X=42,Y=114}
Creating object Bullet at {X=42,Y=104}
Creating object Bullet at {X=42,Y=94}
Creating object Bullet at {X=42,Y=84}
Creating object Bullet at {X=42,Y=74}
Creating object Bullet at {X=42,Y=64}
Creating object Bullet at {X=42,Y=54}
Creating object Bullet at {X=42,Y=44}
Creating object Bullet at {X=42,Y=24}
Creating object Bullet at {X=42,Y=54}
Creating object Bullet at {X=42,Y=44}
Creating object Bullet at {X=42,Y=34}
Creating object Bullet at {X=42,Y=44}
Creating object Bullet at {X=42,Y=54}
Creating object Bullet at {X=42,Y=64}
Creating object Bullet at {X=42,Y=84}
Creating object Bullet at {X=42,Y=84}
Creating object Bullet at {X=42,Y=104}
Creating object Bullet at {X=42,Y=104}
Creating object Bullet at {X=42,Y=114}
